Date,District,Year,Month,DayOfWeek,Rape_Time,Kidnapping and Abduction_Time,Dowry Deaths_Time,Assault on women with intent to outrage her modesty_Time,Insult to modesty of Women_Time,Cruelty by Husband or his Relatives_Time,Importation of Girls_Time,Attempt to commit Rape_Time,Literacy_Rate,Unemployment_Rate,Avg_Income,Police_Stations,Hospitals,Schools,Area,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Attempt to commit Rape,SafetyScore
2019-09-20,Central,2019,9,4,21.0,18,10.0,22,20.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2009-01-02,Central,2009,1,4,4.0,18,9.0,21,17.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-09-01,Central,2012,9,5,21.0,23,21.0,23,16.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,32,62,1,117,20,46,0,0,4.604004449388209
2014-06-02,Central,2014,6,0,2.0,19,21.0,0,13.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,30,55,2,70,20,44,0,0,4.6885428253615125
2015-11-27,Central,2015,11,4,21.0,21,9.0,0,12.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2004-08-18,Central,2004,8,2,2.0,19,6.0,1,9.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,60,66,2,126,24,44,0,0,4.538746755654431
2014-08-28,Central,2014,8,3,3.0,23,9.0,19,20.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2019-06-26,Central,2019,6,2,20.0,21,12.0,23,20.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-02-08,Central,2012,2,2,1.0,21,19.0,22,10.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,64,56,2,169,13,47,0,0,4.495736002966259
2010-07-30,Central,2010,7,4,4.0,21,16.0,19,15.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,54,81,1,89,14,46,0,0,4.5936225435669265
2012-04-26,Central,2012,4,3,22.0,23,21.0,20,21.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2021-08-11,Central,2021,8,2,20.0,19,20.0,1,14.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2024-11-05,Central,2024,11,1,2.0,19,19.0,23,16.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2005-08-24,Central,2005,8,2,1.0,23,10.0,2,13.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,65,94,1,100,17,48,0,0,4.534297367445309
2023-02-18,Central,2023,2,5,5.0,20,16.0,0,11.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,71,111,1,71,25,45,0,0,4.53578049684835
2011-05-06,Central,2011,5,4,1.0,22,16.0,21,19.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2018-07-30,Central,2018,7,0,3.0,22,11.0,1,15.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,32,96,1,60,19,47,0,0,4.638116425658139
2017-11-16,Central,2017,11,3,20.0,19,11.0,19,11.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,38,72,1,165,14,46,0,0,4.517982944011865
2022-08-19,Central,2022,8,4,20.0,23,23.0,18,12.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2010-01-27,Central,2010,1,2,21.0,21,11.0,0,13.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-02-28,Central,2012,2,1,23.0,18,18.0,1,9.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2007-12-30,Central,2007,12,6,22.0,21,12.0,2,16.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2016-10-18,Central,2016,10,1,21.0,23,21.0,18,17.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,40,43,2,161,24,50,0,0,4.541713014460512
2005-11-08,Central,2005,11,1,20.0,18,18.0,19,10.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2021-02-04,Central,2021,2,3,2.0,22,8.0,20,16.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,59,80,1,128,22,44,0,0,4.520949202817946
2014-08-31,Central,2014,8,6,22.0,20,8.0,1,21.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2008-02-02,Central,2008,2,5,20.0,20,17.0,21,9.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,49,60,1,155,13,49,0,0,4.531331108639229
2009-05-27,Central,2009,5,2,21.0,23,18.0,0,10.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2018-12-21,Central,2018,12,4,5.0,22,17.0,18,11.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2020-08-19,Central,2020,8,2,20.0,23,14.0,1,9.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,27,68,1,47,26,49,0,0,4.692992213570634
2016-09-27,Central,2016,9,1,2.0,22,16.0,2,21.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2009-10-27,Central,2009,10,1,22.0,19,16.0,23,21.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,39,73,2,135,24,50,0,0,4.537263626251391
2012-07-25,Central,2012,7,2,21.0,18,20.0,2,19.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,30,49,1,148,28,47,0,0,4.566926214312199
2018-03-26,Central,2018,3,0,1.0,21,7.0,21,20.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,51,79,2,56,21,44,0,0,4.6410826844642195
2017-02-07,Central,2017,2,1,20.0,20,16.0,1,10.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,45,75,1,137,19,46,0,0,4.537263626251391
2012-07-20,Central,2012,7,4,2.0,20,8.0,1,19.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-09-25,Central,2012,9,1,3.0,18,23.0,22,12.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,60,59,1,51,21,47,0,0,4.661846496106786
2024-06-29,Central,2024,6,5,23.0,21,22.0,0,15.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-08-29,Central,2012,8,2,20.0,19,17.0,2,17.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2020-02-11,Central,2020,2,1,20.0,22,15.0,18,13.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2006-01-15,Central,2006,1,6,2.0,23,16.0,1,13.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,62,106,1,150,14,46,0,0,4.454208379681127
2024-10-27,Central,2024,10,6,2.0,22,10.0,0,19.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,68,109,1,136,16,48,0,0,4.455691509084168
2022-10-03,Central,2022,10,0,22.0,18,14.0,21,14.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,65,45,1,129,18,48,0,0,4.562476826103078
2006-04-27,Central,2006,4,3,3.0,20,15.0,0,9.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,56,57,2,164,22,47,0,0,4.50018539117538
2012-07-29,Central,2012,7,6,1.0,19,10.0,20,9.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2024-03-07,Central,2024,3,3,0.0,19,11.0,0,18.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,65,94,1,173,28,50,0,0,4.406748238783834
2004-08-28,Central,2004,8,5,22.0,23,21.0,2,16.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,68,59,2,161,22,45,0,0,4.486837226548016
2012-07-06,Central,2012,7,4,4.0,22,14.0,2,19.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2011-02-14,Central,2011,2,0,23.0,21,16.0,21,19.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2014-09-05,Central,2014,9,4,5.0,23,21.0,22,13.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,39,108,2,173,14,46,0,0,4.449758991472006
2015-04-20,Central,2015,4,0,3.0,20,19.0,0,14.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,41,49,2,167,15,50,0,0,4.53578049684835
2005-09-04,Central,2005,9,6,5.0,18,22.0,23,9.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,43,49,1,53,16,45,0,0,4.709306637004079
2011-05-20,Central,2011,5,4,4.0,20,10.0,2,19.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,27,109,1,143,13,48,0,0,4.510567296996663
2022-04-21,Central,2022,4,3,2.0,20,11.0,0,13.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,66,82,2,106,19,50,0,0,4.534297367445309
2012-06-03,Central,2012,6,6,4.0,22,6.0,0,17.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2016-01-17,Central,2016,1,6,2.0,21,19.0,2,19.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2011-11-11,Central,2011,11,4,5.0,22,18.0,1,18.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2017-05-30,Central,2017,5,1,23.0,19,8.0,1,19.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,67,92,2,61,28,48,0,0,4.574341861327401
2023-03-06,Central,2023,3,0,0.0,23,18.0,20,15.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,67,83,1,45,27,48,0,0,4.614386355209492
2014-09-27,Central,2014,9,5,3.0,23,19.0,0,19.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2015-05-20,Central,2015,5,2,22.0,23,18.0,20,17.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2005-01-13,Central,2005,1,3,21.0,19,23.0,1,20.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,58,57,1,58,28,46,0,0,4.648498331479422
2009-02-03,Central,2009,2,1,22.0,19,9.0,2,16.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,61,91,2,68,16,46,0,0,4.595105672969967
2004-02-12,Central,2004,2,3,22.0,22,23.0,19,16.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,57,67,1,144,17,48,0,0,4.520949202817946
2018-12-29,Central,2018,12,5,21.0,18,13.0,2,18.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2019-03-20,Central,2019,3,2,23.0,23,7.0,22,18.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2008-01-18,Central,2008,1,4,20.0,22,19.0,0,18.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2010-08-19,Central,2010,8,3,4.0,20,6.0,2,20.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,51,77,1,75,23,48,0,0,4.60845383759733
2008-02-07,Central,2008,2,3,3.0,20,8.0,23,19.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2017-06-28,Central,2017,6,2,5.0,20,22.0,0,21.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,50,41,2,157,24,48,0,0,4.538746755654431
2022-06-01,Central,2022,6,2,3.0,20,7.0,1,17.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2017-04-27,Central,2017,4,3,22.0,22,9.0,18,17.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,51,41,2,75,12,45,0,0,4.681127178346311
2005-03-30,Central,2005,3,2,3.0,23,21.0,1,14.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,40,92,2,103,13,49,0,0,4.57285873192436
2015-04-21,Central,2015,4,1,23.0,18,18.0,0,10.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,52,53,1,105,22,45,0,0,4.604004449388209
2020-01-25,Central,2020,1,5,23.0,21,19.0,19,9.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,47,68,2,53,24,45,0,0,4.661846496106786
2012-11-17,Central,2012,11,5,22.0,22,20.0,19,20.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,54,67,2,114,19,45,0,0,4.56989247311828
2017-02-17,Central,2017,2,4,21.0,19,10.0,0,9.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2022-09-08,Central,2022,9,3,22.0,22,17.0,23,10.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,43,63,1,173,27,46,0,0,4.492769744160178
2020-02-01,Central,2020,2,5,20.0,22,7.0,0,14.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2008-03-10,Central,2008,3,0,0.0,22,12.0,21,12.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,42,104,2,162,28,50,0,0,4.440860215053764
2015-01-30,Central,2015,1,4,21.0,23,7.0,23,17.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-08-28,Central,2012,8,1,22.0,21,17.0,0,13.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2018-07-12,Central,2018,7,3,20.0,20,19.0,20,20.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2017-11-26,Central,2017,11,6,21.0,19,8.0,1,13.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2010-03-05,Central,2010,3,4,23.0,22,8.0,22,21.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,50,97,1,160,17,47,0,0,4.46459028550241
2005-08-09,Central,2005,8,1,21.0,21,18.0,21,15.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,61,98,2,147,19,48,0,0,4.4601408972932886
2007-10-19,Central,2007,10,4,22.0,23,14.0,2,17.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2015-08-06,Central,2015,8,3,21.0,21,11.0,1,15.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,29,108,1,168,20,44,0,0,4.467556544308491
2009-11-24,Central,2009,11,1,20.0,19,17.0,2,19.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,59,90,1,45,23,48,0,0,4.621802002224694
2019-03-02,Central,2019,3,5,23.0,21,12.0,1,20.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,53,50,2,56,25,49,0,0,4.667779013718947
2010-07-25,Central,2010,7,6,22.0,19,6.0,1,21.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2022-04-08,Central,2022,4,4,4.0,21,16.0,1,20.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2015-11-10,Central,2015,11,1,21.0,18,20.0,1,19.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,28,54,1,89,22,46,0,0,4.660363366703745
2017-05-04,Central,2017,5,3,23.0,20,23.0,20,17.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,50,42,1,48,18,45,0,0,4.7137560252132
2004-03-12,Central,2004,3,4,23.0,19,6.0,2,15.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2008-04-27,Central,2008,4,6,0.0,18,22.0,23,21.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2007-09-02,Central,2007,9,6,3.0,22,15.0,0,20.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,64,112,2,137,27,45,0,0,4.442343344456804
2008-03-07,Central,2008,3,4,20.0,19,15.0,2,10.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,65,62,1,55,16,48,0,0,4.649981460882462
2012-11-10,Central,2012,11,5,1.0,20,14.0,1,16.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2023-06-25,Central,2023,6,6,20.0,22,11.0,0,17.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,67,113,2,114,18,44,0,0,4.485354097144976
2024-03-11,Central,2024,3,0,23.0,21,14.0,18,13.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,54,57,1,82,12,49,0,0,4.638116425658139
2017-10-05,Central,2017,10,3,22.0,18,22.0,1,13.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2024-06-28,Central,2024,6,4,3.0,18,16.0,20,18.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2008-09-13,Central,2008,9,5,1.0,20,21.0,2,18.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,62,71,1,127,26,49,0,0,4.517982944011865
2015-06-19,Central,2015,6,4,23.0,21,11.0,0,10.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2005-09-09,Central,2005,9,4,1.0,23,12.0,22,15.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2017-03-22,Central,2017,3,2,5.0,19,10.0,0,20.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,32,111,1,64,15,44,0,0,4.620318872821653
2024-11-17,Central,2024,11,6,21.0,22,10.0,22,21.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,48,65,2,56,15,49,0,0,4.667779013718947
2015-10-27,Central,2015,10,1,3.0,22,12.0,20,13.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,59,49,1,121,17,48,0,0,4.578791249536522
2013-03-29,Central,2013,3,4,2.0,22,7.0,2,19.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2021-12-04,Central,2021,12,5,5.0,21,18.0,21,17.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,61,90,2,66,18,44,0,0,4.599555061179088
2013-07-23,Central,2013,7,1,2.0,23,9.0,18,21.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,48,98,1,171,27,47,0,0,4.434927697441601
2021-09-17,Central,2021,9,4,23.0,20,6.0,18,17.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2011-04-07,Central,2011,4,3,3.0,20,10.0,19,18.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2011-02-24,Central,2011,2,3,23.0,19,22.0,2,15.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,42,80,2,164,12,50,0,0,4.497219132369299
2005-07-27,Central,2005,7,2,21.0,18,6.0,21,15.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2016-11-30,Central,2016,11,2,4.0,20,21.0,19,10.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2011-06-06,Central,2011,6,0,5.0,21,9.0,2,19.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,37,60,1,121,17,48,0,0,4.595105672969967
2013-11-22,Central,2013,11,4,23.0,21,19.0,20,19.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2010-08-06,Central,2010,8,4,20.0,21,8.0,18,9.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2008-03-23,Central,2008,3,6,21.0,18,23.0,2,18.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,46,55,1,100,22,49,0,0,4.611420096403411
2015-05-08,Central,2015,5,4,22.0,19,21.0,1,12.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2014-11-21,Central,2014,11,4,2.0,21,23.0,20,9.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2005-11-18,Central,2005,11,4,3.0,19,22.0,0,11.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2011-10-26,Central,2011,10,2,2.0,22,17.0,23,16.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,56,59,2,97,15,50,0,0,4.6025213199851684
2011-11-07,Central,2011,11,0,3.0,18,8.0,18,21.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2007-05-09,Central,2007,5,2,23.0,23,11.0,22,20.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,44,108,1,111,24,49,0,0,4.516499814608824
2018-01-21,Central,2018,1,6,2.0,23,10.0,19,16.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,57,93,1,85,16,49,0,0,4.56989247311828
2024-11-04,Central,2024,11,0,23.0,21,15.0,18,9.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,59,50,2,163,23,45,0,0,4.509084167593622
2013-03-17,Central,2013,3,6,3.0,23,16.0,23,17.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,55,64,2,81,23,49,0,0,4.609936967000371
2015-07-10,Central,2015,7,4,21.0,22,22.0,2,13.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,71,103,2,99,23,44,0,0,4.509084167593622
2023-04-13,Central,2023,4,3,3.0,23,11.0,20,18.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,38,85,1,168,21,47,0,0,4.482387838338895
2015-11-01,Central,2015,11,6,0.0,23,21.0,21,10.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2012-05-28,Central,2012,5,0,0.0,19,13.0,0,12.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,56,111,1,146,21,44,0,0,4.454208379681127
2005-04-21,Central,2005,4,3,3.0,20,16.0,22,17.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,40,77,2,77,13,46,0,0,4.638116425658139
2011-08-01,Central,2011,8,0,1.0,22,20.0,2,18.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2013-12-20,Central,2013,12,4,5.0,20,18.0,1,12.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2021-03-23,Central,2021,3,1,21.0,18,18.0,19,20.0,20.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2017-10-17,Central,2017,10,1,20.0,18,17.0,18,16.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,64,87,1,148,12,45,0,0,4.486837226548016
2009-03-04,Central,2009,3,2,21.0,21,7.0,0,11.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,54,110,1,86,14,49,0,0,4.5506117908787544
2020-04-07,Central,2020,4,1,22.0,23,14.0,2,13.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,59,79,1,65,15,46,0,0,4.623285131627735
2006-09-30,Central,2006,9,5,20.0,19,21.0,1,10.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,47,56,2,85,14,45,0,0,4.647015202076381
2013-12-04,Central,2013,12,2,22.0,20,9.0,1,10.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2018-03-07,Central,2018,3,2,5.0,22,7.0,23,9.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2006-03-21,Central,2006,3,1,22.0,20,13.0,21,13.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2009-05-17,Central,2009,5,6,2.0,18,18.0,19,14.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,55,66,1,136,21,48,0,0,4.531331108639229
2021-09-03,Central,2021,9,4,3.0,21,19.0,20,12.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,30,78,2,101,28,44,0,0,4.596588802373007
2008-05-20,Central,2008,5,1,22.0,22,15.0,22,9.0,21.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,30,78,2,94,14,48,0,0,4.621802002224694
2018-01-16,Central,2018,1,1,0.0,23,7.0,2,12.0,22.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2018-07-31,Central,2018,7,1,22.0,21,11.0,21,17.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,57,84,1,125,25,44,0,0,4.517982944011865
2010-03-17,Central,2010,3,2,21.0,18,18.0,1,19.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,34,95,1,140,16,48,0,0,4.520949202817946
2015-02-17,Central,2015,2,1,23.0,21,12.0,2,20.0,23.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,85,188,4,256,71,110,0,0,3.957360029662588
2014-12-27,Central,2014,12,5,0.0,18,23.0,18,15.0,18.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,45,71,2,118,19,44,0,0,4.57285873192436
2023-03-17,Central,2023,3,4,23.0,18,16.0,2,15.0,19.0,,20.0,89.2,5.7,250000,12,8,279.0,25.0,70,110,1,67,27,48,0,0,4.537263626251391
